EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
559,40,No,Travel_Rarely,445,Research & Development,3,5,Medical,1.0,1,Male,61,3,Laboratory Technician,1,Single,9804.0,6,No,14,3,3,80,3,22,3,2,16,3,2,2
560,32,No,Travel_Rarely,232,Research & Development,6,1,Medical,1.0,3,Male,32,4,Research Scientist,1,Single,5121.0,4,No,19,3,4,80,1,14,3,3,2,2,2,1
561,39,No,Travel_Rarely,627,Research & Development,4,3,Medical,1.0,4,Female,86,2,Research Director,3,Married,13805.0,6,No,13,3,2,80,1,21,4,2,0,0,0,0
562,57,Yes,Non-Travel,734,Research & Development,8,3,Technical Degree,1.0,1,Male,100,4,Research Director,2,Married,16156.0,7,No,19,3,4,80,1,39,2,1,8,4,3,2
563,45,No,Travel_Frequently,448,Research & Development,22,4,Technical Degree,1.0,3,Male,61,3,Research Scientist,4,Married,9866.0,5,No,16,3,3,80,3,27,4,4,17,2,5,0
564,33,Yes,Non-Travel,639,Research & Development,5,4,Technical Degree,1.0,3,Female,87,2,Research Director,4,Divorced,14062.0,5,Yes,16,3,4,80,3,15,3,2,14,4,1,1
565,49,No,Travel_Frequently,519,Sales,10,4,Life Sciences,1.0,2,Male,71,3,Sales Executive,2,Single,11434.0,4,No,22,3,2,80,0,31,4,1,1,1,0,1
566,32,No,Non-Travel,461,Research & Development,8,5,Medical,1.0,1,Male,63,3,Laboratory Technician,3,Single,10156.0,5,No,12,3,4,80,3,14,4,3,14,2,2,4
567,18,No,Non-Travel,526,Sales,9,5,Technical Degree,1.0,3,Male,72,4,Sales Representative,2,Single,11581.0,6,No,19,3,1,80,2,0,3,4,0,0,0,0
568,26,No,Travel_Rarely,272,Sales,9,2,Life Sciences,1.0,3,Male,37,4,Sales Executive,4,Married,5988.0,4,No,15,3,1,80,1,8,4,1,7,1,2,7
569,18,No,Travel_Rarely,597,Research & Development,4,5,Life Sciences,1.0,2,Male,82,3,Research Director,3,Divorced,13140.0,0,No,25,4,3,80,2,0,4,1,0,0,0,0
570,33,No,Travel_Rarely,425,Research & Development,6,5,Other,1.0,1,Female,58,3,Research Scientist,3,Divorced,9367.0,4,Yes,16,3,2,80,1,15,2,3,3,0,3,1
571,37,No,Travel_Rarely,639,Research & Development,10,4,Medical,1.0,3,Male,87,2,Manufacturing Director,1,Single,14078.0,3,No,17,3,3,80,0,19,4,3,5,4,0,0
572,53,No,Travel_Frequently,507,Sales,4,3,Medical,1.0,3,Male,69,3,Sales Executive,3,Single,11159.0,6,No,21,3,2,80,1,35,3,3,5,5,0,0
573,40,No,Travel_Frequently,354,Sales,3,2,Life Sciences,1.0,1,Male,48,3,Sales Executive,3,Married,7803.0,6,No,23,3,2,80,1,22,3,4,6,0,1,3
574,34,No,Travel_Rarely,537,Research & Development,7,2,Life Sciences,1.0,1,Female,73,4,Manufacturing Director,1,Married,11823.0,2,No,11,3,1,80,1,16,3,3,2,2,1,2
575,45,No,Travel_Rarely,413,Research & Development,8,3,Human Resources,1.0,2,Male,56,3,Research Scientist,3,Divorced,9099.0,5,No,16,3,2,80,1,27,4,3,1,1,1,1
576,18,No,Travel_Frequently,446,Sales,9,4,Life Sciences,1.0,3,Male,61,1,Sales Representative,3,Married,9820.0,5,No,15,3,1,80,2,0,2,3,0,0,0,0
577,39,No,Non-Travel,671,Research & Development,11,4,Life Sciences,1.0,3,Male,92,3,Research Director,1,Divorced,14772.0,5,Yes,22,3,4,80,1,21,3,3,0,0,0,0
578,44,No,Non-Travel,365,Research & Development,14,3,Medical,1.0,2,Male,50,2,Research Scientist,3,Divorced,8050.0,7,No,17,4,4,80,0,26,4,3,2,2,2,2
579,22,No,Travel_Rarely,666,Research & Development,14,3,Life Sciences,1.0,1,Male,91,2,Manufacturing Director,4,Married,14671.0,5,No,11,3,1,80,3,4,5,3,4,1,1,4
580,48,No,Travel_Rarely,468,Research & Development,9,1,Human Resources,1.0,1,Female,64,3,Manager,4,Single,10313.0,6,No,21,3,3,80,1,30,2,3,8,5,8,8
581,40,No,Travel_Rarely,354,Sales,3,1,Medical,1.0,3,Male,48,3,Sales Representative,4,Single,7791.0,2,No,21,3,4,80,1,22,0,3,5,3,5,2
582,32,No,Travel_Rarely,641,Research & Development,14,5,Medical,1.0,1,Male,88,4,Manufacturing Director,4,Married,14107.0,0,No,15,3,1,80,0,14,2,3,0,0,0,0
583,43,No,Travel_Rarely,369,Sales,22,1,Medical,1.0,4,Male,50,3,Sales Executive,1,Married,8125.0,6,No,11,4,3,80,1,25,3,4,14,6,2,0
584,59,No,Travel_Rarely,414,Research & Development,3,1,Life Sciences,1.0,2,Female,56,3,Laboratory Technician,4,Single,9118.0,7,Yes,12,3,1,80,0,41,3,3,10,10,0,0
585,38,Yes,Travel_Rarely,496,Research & Development,21,2,Marketing,1.0,1,Male,68,1,Manager,2,Single,10932.0,4,No,16,3,3,80,0,20,6,3,0,0,0,0
586,39,No,Travel_Frequently,442,Sales,13,4,Life Sciences,1.0,4,Female,60,1,Sales Executive,3,Single,9733.0,6,Yes,23,3,4,80,1,21,5,1,11,4,2,0
587,32,No,Travel_Rarely,401,Sales,10,4,Medical,1.0,3,Female,55,3,Sales Executive,1,Single,8822.0,2,No,15,3,4,80,0,14,3,3,2,2,1,2
588,28,No,Travel_Rarely,492,Sales,21,4,Technical Degree,1.0,1,Male,67,4,Manager,1,Divorced,10836.0,1,No,22,4,3,80,2,10,3,3,10,0,2,4
589,45,No,Non-Travel,458,Research & Development,10,4,Life Sciences,1.0,2,Female,63,4,Laboratory Technician,1,Married,10097.0,7,No,18,4,4,80,1,27,2,3,12,4,2,9
590,28,No,Travel_Frequently,269,Sales,12,2,Life Sciences,1.0,1,Male,37,4,Sales Executive,1,Married,5930.0,0,No,19,3,2,80,0,10,0,4,3,0,0,3
591,37,No,Travel_Rarely,614,Research & Development,7,3,Life Sciences,1.0,3,Male,84,3,Manufacturing Director,3,Single,13517.0,1,No,20,3,1,80,2,19,3,3,0,0,0,0
592,32,No,Travel_Frequently,373,Sales,8,4,Technical Degree,1.0,3,Female,51,4,Sales Executive,2,Divorced,8219.0,5,No,15,3,2,80,1,14,2,3,5,5,0,0
593,41,No,Travel_Rarely,381,Research & Development,4,4,Medical,1.0,4,Female,52,3,Research Scientist,3,Married,8385.0,3,No,16,3,3,80,0,23,2,4,5,5,2,5
594,40,No,Travel_Rarely,587,Research & Development,14,2,Medical,1.0,3,Female,80,2,Manufacturing Director,4,Married,12925.0,2,No,18,3,2,80,2,22,4,3,11,7,2,6
595,47,No,Travel_Rarely,711,Research & Development,6,4,Medical,1.0,1,Male,97,4,Research Director,4,Single,15657.0,5,Yes,16,4,2,80,1,29,3,3,0,0,0,0
596,31,No,Travel_Rarely,391,Sales,5,3,Life Sciences,1.0,4,Female,53,4,Sales Representative,4,Divorced,8610.0,2,No,11,3,1,80,1,13,5,2,8,8,0,0
597,34,No,Travel_Frequently,431,Sales,8,4,Life Sciences,1.0,1,Female,59,3,Sales Executive,4,Divorced,9494.0,6,Yes,13,3,1,80,3,16,2,1,12,3,1,0
598,27,No,Travel_Rarely,555,Research & Development,5,4,Life Sciences,1.0,3,Male,76,1,Research Director,2,Divorced,12229.0,0,No,12,3,2,80,2,5,3,3,5,0,5,5
599,32,No,Travel_Frequently,341,Sales,7,4,Other,1.0,2,Female,47,4,Sales Representative,2,Married,7523.0,3,No,21,3,3,80,1,14,4,2,2,2,2,2
600,40,No,Travel_Rarely,415,Research & Development,16,3,Medical,1.0,4,Female,57,3,Research Scientist,4,Married,9136.0,5,No,11,3,4,80,1,22,2,3,1,1,1,1
601,44,No,Non-Travel,665,Research & Development,15,3,Other,1.0,3,Male,91,4,Manufacturing Director,4,Single,14630.0,4,No,11,3,4,80,0,26,2,2,2,0,1,2
602,27,No,Travel_Frequently,482,Research & Development,7,5,Life Sciences,1.0,1,Female,66,3,Laboratory Technician,3,Single,10619.0,3,No,14,3,4,80,2,9,4,3,9,6,2,2
603,45,No,Travel_Frequently,459,Sales,7,4,Marketing,1.0,4,Female,63,3,Sales Representative,3,Single,10104.0,4,No,12,3,2,80,2,27,3,3,8,8,0,4
604,50,Yes,Travel_Rarely,457,Research & Development,7,4,Life Sciences,1.0,4,Female,62,2,Research Scientist,1,Single,10075.0,5,No,12,3,2,80,2,32,4,2,7,2,0,3
605,41,No,Travel_Rarely,378,Research & Development,2,3,Life Sciences,1.0,1,Male,52,3,Research Scientist,3,Single,8330.0,5,No,13,4,4,80,0,23,1,3,0,0,0,0
606,55,No,Travel_Rarely,551,Research & Development,5,4,Medical,1.0,4,Female,75,3,Laboratory Technician,1,Divorced,12134.0,8,Yes,16,3,4,80,2,37,0,3,6,2,1,0
607,29,No,Travel_Rarely,390,Sales,6,2,Medical,1.0,4,Female,53,3,Sales Representative,2,Married,8597.0,3,No,13,3,1,80,1,11,3,4,11,7,1,7
608,24,No,Travel_Rarely,551,Research & Development,16,5,Other,1.0,4,Male,75,1,Manufacturing Director,1,Married,12131.0,0,Yes,16,3,4,80,2,6,3,4,1,1,1,0
609,19,Yes,Travel_Rarely,550,Research & Development,11,5,Life Sciences,1.0,1,Female,75,3,Research Director,3,Single,12119.0,3,Yes,12,3,4,80,1,1,5,3,1,0,0,1
610,51,No,Travel_Rarely,505,Research & Development,9,5,Other,1.0,4,Male,69,3,Laboratory Technician,1,Single,11128.0,6,No,12,3,4,80,1,33,2,3,25,1,0,0
611,43,No,Travel_Rarely,292,Sales,3,3,Medical,1.0,3,Male,40,2,Sales Executive,3,Married,6436.0,1,No,17,3,3,80,0,14,3,3,5,5,1,1
612,36,Yes,Travel_Rarely,333,Research & Development,7,3,Marketing,1.0,4,Male,45,2,Research Scientist,4,Divorced,7340.0,2,No,22,3,1,80,0,18,3,2,8,4,1,1
613,39,Yes,Travel_Rarely,568,Research & Development,7,2,Medical,1.0,3,Female,78,1,Research Director,1,Single,12502.0,3,No,18,3,2,80,2,21,0,2,2,2,2,0
614,25,No,Travel_Rarely,384,Sales,12,5,Life Sciences,1.0,3,Male,52,3,Sales Representative,2,Single,8460.0,0,No,17,3,1,80,1,7,5,1,2,0,0,2
615,60,No,Travel_Rarely,747,Research & Development,2,2,Life Sciences,1.0,4,Male,100,3,Manufacturing Director,4,Single,16452.0,6,Yes,18,3,4,80,0,42,5,2,0,0,0,0
616,38,No,Travel_Rarely,449,Research & Development,13,4,Medical,1.0,3,Male,61,2,Research Scientist,3,Married,9879.0,5,No,12,3,2,80,1,20,3,3,1,1,1,0
617,38,No,Non-Travel,373,Research & Development,13,3,Life Sciences,1.0,4,Male,51,4,Laboratory Technician,3,Married,8218.0,5,No,19,3,2,80,0,20,3,3,7,0,4,3
618,44,Yes,Travel_Rarely,512,Research & Development,8,2,Marketing,1.0,3,Male,70,3,Manager,2,Single,11268.0,7,No,19,3,2,80,2,26,2,1,2,0,1,2
619,41,No,Travel_Rarely,614,Research & Development,10,2,Technical Degree,1.0,1,Female,84,2,Manufacturing Director,4,Married,13522.0,5,No,22,3,2,80,1,23,0,4,1,1,0,1
620,39,No,Travel_Rarely,413,Sales,6,5,Technical Degree,1.0,4,Female,56,3,Sales Executive,2,Married,9106.0,6,No,17,3,1,80,0,21,3,3,0,0,0,0
621,29,No,Travel_Rarely,447,Research & Development,10,5,Technical Degree,1.0,4,Male,61,3,Laboratory Technician,1,Single,9835.0,5,Yes,21,3,3,80,1,11,1,4,11,11,0,9
622,41,No,Travel_Rarely,424,Research & Development,10,3,Medical,1.0,2,Male,58,3,Research Scientist,3,Married,9346.0,4,No,13,3,4,80,1,21,6,3,4,0,3,0
623,55,No,Travel_Rarely,410,Sales,5,1,Marketing,1.0,3,Female,56,3,Sales Representative,3,Single,9029.0,7,Yes,16,3,1,80,1,37,1,2,3,3,0,2
624,50,No,Travel_Frequently,563,Research & Development,4,5,Medical,1.0,3,Male,77,4,Laboratory Technician,1,Divorced,12400.0,6,No,15,4,3,80,1,32,3,3,1,1,1,0
625,52,No,Travel_Rarely,647,Research & Development,19,2,Life Sciences,1.0,4,Female,88,2,Research Director,3,Married,14234.0,5,Yes,14,3,4,80,1,34,3,3,4,4,0,0
626,31,No,Travel_Rarely,328,Sales,9,2,Life Sciences,1.0,4,Male,45,3,Sales Executive,1,Married,7231.0,7,No,16,3,4,80,2,13,3,3,13,5,2,7
627,27,No,Travel_Frequently,296,Sales,11,4,Life Sciences,1.0,3,Male,40,2,Sales Representative,4,Single,6512.0,0,No,17,3,1,80,1,9,1,3,3,3,3,3
628,35,No,Non-Travel,375,Research & Development,4,4,Life Sciences,1.0,3,Male,51,4,Research Scientist,3,Married,8265.0,5,No,22,3,4,80,0,17,3,3,0,0,0,0
629,37,No,Travel_Rarely,313,Human Resources,7,2,Marketing,1.0,4,Male,43,3,Healthcare Representative,2,Divorced,6895.0,5,No,19,3,4,80,0,19,3,1,10,2,0,1
630,47,No,Travel_Frequently,567,Research & Development,4,1,Other,1.0,4,Male,78,3,Manufacturing Director,1,Married,12487.0,7,No,11,3,3,80,0,29,3,2,1,1,1,0
631,20,No,Travel_Frequently,330,Human Resources,7,2,Technical Degree,1.0,4,Male,45,3,Human Resources,4,Married,7266.0,2,No,15,3,4,80,1,2,3,2,2,2,2,0
632,52,No,Travel_Rarely,490,Sales,10,3,Other,1.0,4,Male,67,4,Sales Representative,3,Single,10797.0,7,No,24,4,4,80,2,34,4,3,9,5,5,0
633,35,No,Travel_Rarely,392,Research & Development,10,3,Life Sciences,1.0,2,Male,53,1,Laboratory Technician,3,Married,8629.0,2,No,23,3,3,80,1,17,2,4,11,3,1,1
634,32,No,Travel_Rarely,510,Research & Development,9,2,Life Sciences,1.0,3,Male,70,4,Research Director,3,Married,11221.0,0,Yes,25,3,3,80,1,14,2,3,1,1,0,1
635,26,No,Travel_Rarely,365,Sales,5,5,Medical,1.0,1,Female,50,1,Sales Executive,4,Single,8030.0,0,No,11,3,4,80,1,8,2,2,1,1,1,1
636,20,No,Travel_Rarely,338,Research & Development,9,4,Life Sciences,1.0,4,Male,46,4,Research Scientist,4,Single,7451.0,4,No,25,3,4,80,0,2,3,3,2,2,0,2
637,45,No,Travel_Rarely,460,Sales,21,4,Human Resources,1.0,3,Female,63,3,Sales Executive,4,Married,10125.0,5,Yes,18,3,4,80,2,27,4,2,8,3,0,1
638,37,No,Travel_Rarely,338,Sales,4,2,Medical,1.0,3,Female,46,3,Sales Executive,3,Single,7436.0,3,Yes,11,1,4,80,3,19,2,3,19,4,0,4
639,24,No,Travel_Rarely,453,Research & Development,8,5,Other,1.0,1,Male,62,2,Laboratory Technician,4,Married,9966.0,5,No,12,3,4,80,0,6,2,3,6,1,1,0
640,24,Yes,Travel_Rarely,719,Research & Development,14,4,Life Sciences,1.0,1,Female,98,3,Manufacturing Director,1,Married,15820.0,8,Yes,23,3,2,80,3,6,1,3,6,0,0,0
641,33,No,Travel_Rarely,366,Sales,11,3,Medical,1.0,4,Male,50,1,Sales Executive,3,Married,8059.0,4,Yes,20,3,4,80,1,15,4,3,6,4,2,1
642,53,No,Travel_Frequently,581,Research & Development,5,1,Marketing,1.0,4,Male,79,3,Manufacturing Director,3,Married,12788.0,8,No,20,3,3,80,3,35,3,3,23,3,5,0
643,34,No,Travel_Frequently,454,Human Resources,12,2,Life Sciences,1.0,4,Male,62,3,Manager,4,Married,9991.0,1,No,20,3,2,80,3,16,5,4,9,4,0,2
644,21,No,Travel_Rarely,254,Sales,3,3,Life Sciences,1.0,3,Female,34,3,Sales Representative,3,Married,5594.0,0,No,17,3,4,80,0,3,3,3,2,2,2,2
645,34,No,Travel_Rarely,453,Research & Development,24,1,Medical,1.0,1,Male,62,3,Manufacturing Director,1,Single,9978.0,2,No,11,3,3,80,1,16,2,4,7,1,1,0
646,34,Yes,Travel_Rarely,247,Research & Development,24,1,Life Sciences,1.0,1,Male,33,1,Laboratory Technician,3,Divorced,5438.0,4,No,25,4,3,80,1,16,1,3,1,1,1,0
647,18,No,Travel_Frequently,340,Sales,5,2,Medical,1.0,2,Male,46,2,Manager,3,Married,7497.0,0,No,25,3,3,80,1,0,4,3,0,0,0,0
648,36,No,Travel_Rarely,408,Research & Development,18,4,Medical,1.0,4,Male,56,3,Research Scientist,3,Married,8991.0,4,Yes,14,3,3,80,1,18,3,3,2,2,0,2
649,34,No,Travel_Frequently,410,Sales,9,4,Medical,1.0,4,Male,56,2,Sales Representative,4,Married,9025.0,4,No,19,3,1,80,1,16,3,3,11,1,0,2
650,43,No,Non-Travel,411,Research & Development,12,2,Life Sciences,1.0,2,Female,56,3,Laboratory Technician,4,Single,9050.0,7,No,24,3,3,80,1,25,3,3,13,2,0,1
651,55,No,Travel_Rarely,459,Sales,6,3,Other,1.0,4,Male,63,2,Sales Representative,3,Divorced,10117.0,6,No,11,2,4,80,1,37,4,1,9,9,1,2
652,48,No,Travel_Frequently,504,Sales,17,4,Life Sciences,1.0,3,Male,69,2,Sales Executive,1,Divorced,11091.0,7,Yes,21,3,1,80,3,30,2,3,12,4,0,1
653,34,No,Travel_Frequently,489,Sales,12,3,Life Sciences,1.0,2,Male,67,2,Manager,3,Divorced,10765.0,2,No,18,3,2,80,1,16,4,2,0,0,0,0
654,25,No,Travel_Rarely,407,Sales,6,4,Life Sciences,1.0,3,Male,55,3,Sales Executive,1,Divorced,8955.0,6,No,25,3,1,80,1,7,4,3,7,0,0,0
655,60,Yes,Travel_Rarely,528,Sales,7,4,Technical Degree,1.0,2,Male,72,3,Sales Representative,3,Single,11619.0,9,No,12,3,2,80,0,42,0,2,1,0,1,1
656,37,No,Travel_Frequently,356,Sales,11,3,Life Sciences,1.0,3,Female,49,3,Sales Executive,1,Single,7847.0,4,No,19,3,4,80,1,19,1,3,10,0,0,3
657,37,No,Travel_Rarely,457,Sales,12,3,Life Sciences,1.0,4,Female,62,3,Manager,4,Divorced,10068.0,4,No,16,3,2,80,1,19,5,3,4,1,0,2
658,36,No,Travel_Frequently,301,Sales,8,2,Medical,1.0,3,Female,41,3,Sales Executive,4,Single,6625.0,1,No,20,3,1,80,0,18,5,4,1,1,1,0
659,38,No,Travel_Frequently,369,Sales,16,4,Technical Degree,1.0,1,Female,50,4,Sales Representative,3,Single,8133.0,3,No,11,3,2,80,0,20,2,3,10,10,4,10
660,35,No,Travel_Rarely,400,Sales,10,4,Marketing,1.0,4,Female,55,3,Sales Representative,3,Divorced,8807.0,2,No,20,3,1,80,0,17,3,4,0,0,0,0
661,31,No,Travel_Rarely,663,Sales,6,5,Life Sciences,1.0,4,Female,91,3,Manager,3,Married,14587.0,8,No,18,3,1,80,3,13,2,2,13,3,1,2
662,31,No,Travel_Rarely,412,Research & Development,15,2,Medical,1.0,3,Female,56,1,Manager,3,Married,9076.0,4,No,25,3,2,80,2,13,1,4,5,3,5,3
663,36,No,Travel_Rarely,442,Sales,13,5,Life Sciences,1.0,4,Female,60,2,Sales Representative,3,Married,9737.0,1,No,16,3,3,80,0,18,3,2,3,3,1,3
664,31,No,Travel_Frequently,441,Sales,9,4,Other,1.0,4,Female,60,3,Sales Representative,3,Divorced,9719.0,4,No,22,3,3,80,0,13,2,3,5,0,0,2
665,29,No,Travel_Rarely,286,Research & Development,8,2,Technical Degree,1.0,2,Female,39,3,Laboratory Technician,3,Married,6302.0,4,No,25,3,4,80,3,11,3,3,11,6,1,1
666,38,No,Travel_Rarely,449,Research & Development,6,4,Life Sciences,1.0,3,Male,61,3,Research Scientist,1,Married,9895.0,3,No,18,3,4,80,0,20,3,1,2,0,0,0
667,34,No,Travel_Rarely,417,Research & Development,6,4,Medical,1.0,3,Male,57,4,Laboratory Technician,3,Divorced,9178.0,2,No,22,3,4,80,0,16,4,3,2,2,2,2
668,52,No,Travel_Rarely,577,Research & Development,9,1,Medical,1.0,3,Female,79,3,Research Director,2,Married,12713.0,4,No,16,3,4,80,3,34,2,2,9,2,2,0
669,18,No,Travel_Rarely,495,Research & Development,9,4,Other,1.0,3,Male,68,3,Manager,4,Single,10902.0,3,No,19,3,3,80,1,0,3,3,0,0,0,0
670,47,No,Travel_Rarely,521,Research & Development,12,5,Technical Degree,1.0,2,Female,71,2,Research Scientist,4,Married,11482.0,3,No,12,3,3,80,0,29,3,2,4,4,4,2
671,49,No,Travel_Rarely,419,Research & Development,6,2,Technical Degree,1.0,2,Female,57,3,Laboratory Technician,1,Single,9234.0,4,No,25,3,4,80,0,31,1,3,4,4,2,0
672,18,No,Travel_Rarely,424,Research & Development,12,5,Life Sciences,1.0,4,Male,58,3,Laboratory Technician,4,Single,9329.0,3,Yes,13,3,1,80,1,0,2,3,0,0,0,0
673,33,No,Travel_Rarely,627,Research & Development,6,4,Marketing,1.0,2,Male,86,3,Research Director,4,Single,13807.0,3,No,21,3,4,80,0,15,3,2,1,0,1,1
674,33,No,Non-Travel,560,Research & Development,7,4,Life Sciences,1.0,2,Male,77,3,Manufacturing Director,4,Married,12333.0,3,No,21,1,3,80,1,15,1,3,2,0,2,2
675,22,Yes,Non-Travel,367,Research & Development,11,5,Technical Degree,1.0,1,Male,50,1,Research Scientist,1,Married,8083.0,0,Yes,18,3,4,80,0,4,1,3,4,0,0,4
676,29,No,Travel_Frequently,336,Sales,6,4,Other,1.0,3,Male,46,2,Sales Representative,3,Single,7405.0,4,Yes,13,3,2,80,0,11,5,2,0,0,0,0
677,25,Yes,Travel_Rarely,294,Sales,14,3,Medical,1.0,4,Female,40,1,Sales Executive,1,Single,6489.0,1,No,13,3,2,80,1,7,1,1,2,2,2,1
678,54,No,Travel_Rarely,550,Research & Development,11,4,Medical,1.0,4,Male,75,3,Laboratory Technician,2,Single,12109.0,8,No,15,1,1,80,2,36,0,3,10,9,4,4
679,46,No,Travel_Rarely,366,Human Resources,13,2,Technical Degree,1.0,3,Male,50,4,Healthcare Representative,4,Married,8073.0,6,No,16,3,2,80,1,28,4,3,5,5,3,5
680,49,No,Travel_Frequently,468,Sales,14,4,Human Resources,1.0,3,Male,64,2,Sales Representative,3,Single,10311.0,7,Yes,20,3,4,80,1,31,0,3,6,3,3,0
681,44,No,Travel_Frequently,465,Sales,5,4,Life Sciences,1.0,4,Female,64,2,Sales Executive,4,Married,10241.0,7,Yes,16,3,1,80,1,26,1,3,2,2,2,1
682,25,No,Travel_Frequently,315,Research & Development,11,3,Marketing,1.0,2,Male,43,3,Laboratory Technician,4,Married,6950.0,0,No,22,3,4,80,2,7,2,3,6,5,0,2
683,31,No,Travel_Rarely,434,Sales,11,5,Medical,1.0,3,Female,59,2,Sales Representative,3,Single,9562.0,1,No,18,3,1,80,1,13,4,3,3,3,3,1
684,41,No,Travel_Rarely,635,Research & Development,13,4,Life Sciences,1.0,1,Male,87,3,Research Director,3,Married,13973.0,6,No,15,3,4,80,1,23,2,3,2,2,2,1
685,24,No,Travel_Rarely,222,Research & Development,11,2,Life Sciences,1.0,4,Male,30,3,Research Scientist,3,Married,4943.9992,3,No,20,3,4,80,0,6,0,2,3,3,3,3
686,44,No,Travel_Frequently,437,Sales,2,5,Life Sciences,1.0,1,Male,60,2,Sales Executive,1,Single,9616.0,3,No,19,3,4,80,2,26,0,2,18,6,1,16
687,34,No,Travel_Rarely,345,Sales,9,4,Life Sciences,1.0,3,Female,47,3,Sales Executive,4,Single,7594.0,2,No,17,3,2,80,1,16,2,3,6,6,1,5
688,33,Yes,Travel_Frequently,371,Research & Development,9,4,Life Sciences,1.0,2,Male,51,1,Research Scientist,4,Married,8174.0,2,No,13,3,2,80,0,15,0,2,3,3,0,0
689,44,No,Travel_Rarely,592,Research & Development,11,3,Human Resources,1.0,1,Female,81,2,Research Director,4,Divorced,13027.0,5,No,19,3,3,80,1,26,4,3,10,4,4,10
690,41,No,Travel_Rarely,467,Research & Development,17,4,Human Resources,1.0,4,Female,64,4,Laboratory Technician,4,Divorced,10284.0,2,No,15,3,3,80,0,23,5,3,0,0,0,0
691,33,No,Non-Travel,380,Sales,11,5,Life Sciences,1.0,3,Female,52,3,Sales Representative,4,Single,8362.0,1,No,11,4,2,80,1,15,3,3,5,0,0,5
692,48,Yes,Travel_Rarely,467,Research & Development,11,3,Life Sciences,1.0,1,Male,64,2,Laboratory Technician,1,Single,10283.0,5,Yes,16,2,4,80,0,30,4,3,2,2,0,2
693,26,Yes,Travel_Rarely,517,Research & Development,10,3,Medical,1.0,1,Female,71,2,Research Director,2,Single,11381.0,1,No,15,4,2,80,2,8,2,2,3,3,3,3
694,43,No,Travel_Frequently,407,Research & Development,5,3,Medical,1.0,3,Female,56,2,Laboratory Technician,2,Married,8969.0,6,No,14,3,3,80,0,25,3,3,5,4,4,0
695,42,No,Travel_Rarely,328,Sales,5,2,Life Sciences,1.0,1,Female,45,3,Sales Executive,1,Married,7228.0,3,No,14,3,4,80,1,24,5,4,8,4,2,2
696,33,No,Travel_Rarely,519,Research & Development,12,1,Technical Degree,1.0,2,Female,71,2,Manufacturing Director,3,Divorced,11433.0,6,No,24,1,4,80,3,15,4,3,13,0,0,5
697,40,No,Travel_Rarely,613,Sales,10,4,Life Sciences,1.0,4,Male,84,3,Sales Representative,2,Divorced,13505.0,9,No,19,3,4,80,2,22,1,3,22,7,0,1
698,24,No,Travel_Rarely,270,Research & Development,10,2,Life Sciences,1.0,3,Male,37,2,Research Scientist,4,Married,5957.0,1,Yes,16,3,4,80,0,6,3,3,2,2,2,2
699,46,No,Travel_Frequently,450,Sales,4,4,Medical,1.0,3,Female,61,2,Sales Representative,4,Married,9910.0,4,No,25,3,3,80,1,28,2,3,2,2,0,1
700,35,No,Travel_Rarely,428,Sales,7,1,Life Sciences,1.0,3,Male,58,3,Sales Executive,4,Married,9422.0,6,No,24,1,2,80,1,17,2,1,17,1,3,2
701,31,No,Travel_Rarely,372,Research & Development,8,5,Life Sciences,1.0,2,Female,51,1,Laboratory Technician,1,Married,8198.0,4,No,25,3,1,80,0,13,4,3,3,3,3,0
702,47,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1.0,3,Female,98,3,Research Director,4,Married,15799.0,5,No,16,3,4,80,2,29,3,3,5,2,4,2
703,29,Yes,Travel_Rarely,385,Sales,16,4,Life Sciences,1.0,3,Female,53,3,Sales Executive,2,Married,8487.0,4,Yes,12,3,4,80,0,11,6,2,8,0,3,8
704,22,No,Travel_Rarely,326,Research & Development,4,2,Other,1.0,1,Female,44,2,Research Scientist,3,Single,7189.0,3,Yes,17,3,4,80,2,4,2,3,4,2,4,0
705,21,Yes,Travel_Frequently,393,Sales,2,4,Life Sciences,1.0,2,Male,54,2,Sales Executive,2,Married,8652.0,3,No,11,3,4,80,1,3,5,3,3,3,1,0
706,43,No,Travel_Rarely,678,Research & Development,11,4,Other,1.0,2,Female,93,3,Manufacturing Director,1,Married,14933.0,5,No,22,3,4,80,2,25,3,3,2,2,0,2
707,24,No,Travel_Frequently,319,Sales,12,3,Human Resources,1.0,2,Male,43,3,Sales Executive,3,Married,7033.0,2,No,11,3,3,80,0,6,2,2,0,0,0,0
708,54,No,Travel_Rarely,684,Research & Development,10,2,Medical,1.0,2,Male,94,1,Research Director,1,Married,15068.0,7,Yes,14,3,1,80,2,36,0,3,10,1,1,0
709,18,No,Non-Travel,212,Research & Development,7,3,Marketing,1.0,3,Female,30,3,Research Scientist,3,Single,4943.9992,0,Yes,25,3,3,80,0,0,1,3,0,0,0,0
